user_id,gasto_total,porcentaje_recomendacion,items_count
Blackhawk611,1599.0800000000006,0%,125
MRSALM0N,2154.489999999997,100%,269
76561198090119638,39.98,50%,7
76561198039778856,1512.2000000000005,0%,114
76561198035782795,1121.3900000000003,0%,96
76561198077278011,848.5900000000003,86%,84
76561197988863895,917.2700000000004,0%,97
76561198077116471,0.0,56%,7
76561198007478325,5895.579999999958,0%,421
76561197988976770,345.81000000000006,67%,46
76561198171166530,194.92,100%,15
hbk1462,765.5100000000003,89%,75
76561198044500343,1307.3700000000003,0%,81
76561198057521157,1078.5300000000002,50%,88
76561198053766465,1256.4400000000005,50%,73
76561198083368833,395.7100000000001,0%,82
FHK,1091.2900000000004,100%,104
76561198082282442,132.91,43%,22
Blue333,680.7100000000002,100%,65
76561198030735076,330.7600000000001,0%,46
Bluegills,13636.939999999817,100%,1280
76561198066253111,415.7400000000001,0%,48
rrbr,1060.2700000000004,8%,111
13lazer,5478.539999999959,0%,398
76561198070259755,149.91,0%,11
76561198044344399,615.6400000000001,38%,84
76561197999613236,3308.1099999999897,40%,247
RespekPlox,344.85,62%,39
76561198062288797,211.85,57%,48
76561197989449545,900.6200000000002,0%,49
bobseagull,1495.1200000000006,0%,137
bobsterman,687.5700000000002,0%,63
76561198068305940,586.6900000000002,0%,39
Bonesdontrattlethem,1575.0600000000006,100%,199
76561198062403736,1195.3000000000004,60%,118
76561198073642113,1019.4300000000004,0%,76
76561198055648263,839.5000000000002,62%,81
boogs17,3112.8899999999853,100%,263
76561198086083118,1109.5200000000002,0%,79
76561198211433640,99.93999999999998,0%,14
76561198047032085,14.99,50%,2
ilyjoepoe,84.92999999999998,0%,10
Mantrouminati,145.89,12%,44
Gameguilder,362.72000000000014,100%,45
76561198064747645,872.5400000000003,60%,95
SamoanTurtle,121.86999999999998,0%,29
Booyahoo,473.72000000000014,0%,70
76561198049456280,2186.6299999999987,0%,191
knuckleface,1929.510000000001,100%,145
76561198027225504,2067.9000000000005,73%,161
dicksoutforboromir,1303.1000000000006,60%,156
dropssdrop,261.9,75%,15
76561198041245503,1117.4000000000003,100%,63
kafugax,66.95,0%,27
probotsteve,1458.470000000001,89%,244
76561198094177304,1408.0800000000006,50%,122
76561198069093971,320.81000000000006,100%,17
76561198060697096,1556.1800000000003,0%,111
76561197977543317,2507.5899999999965,0%,159
boydo,1596.8700000000008,78%,144
BrutalLegend69,958.2500000000005,0%,109
76561198007539695,10852.65999999985,0%,1044
76561198064026657,1686.740000000001,100%,193
76561198024450886,501.7300000000001,100%,40
76561198057745573,14.99,0%,11
saint556,6494.719999999938,0%,583
Brayneeah,1711.9700000000007,50%,158
xythesis,3189.9599999999887,33%,264
76561198068581244,39.97,0%,19
BreadCommanderz,834.5500000000003,0%,89
76561198079362142,362.7900000000001,50%,42
brettebear,886.4000000000003,75%,87
76561198040467357,4941.45999999996,100%,459
metiqu,264.86,0%,23
restinspaghettineverforgetti,549.7100000000002,60%,54
spike_heart,1207.1900000000005,67%,116
brocky0405,660.6600000000002,0%,99
76561198046094676,2125.77,25%,154
76561198087095625,548.7400000000001,0%,44
Vladimirputinisgreatman,2392.549999999997,80%,237
76561198082582573,419.7500000000001,0%,55
76561198053917005,399.8500000000001,100%,56
76561198067729563,66.94,0%,21
76561198071647862,303.80000000000007,53%,54
Br0wni3,294.87000000000006,0%,25
76561198088957798,174.90000000000003,0%,76
76561197988846047,2485.4699999999984,0%,204
sdarkneeds,746.6000000000001,100%,96
76561198079351819,311.8400000000001,0%,35
Brutaka3,1680.760000000001,0%,171
76561198065166613,383.76000000000016,74%,42
bobcookies69,0.0,0%,5
1522188745,542.6300000000002,100%,83
76561198110065267,556.5500000000003,100%,101
thebtb,3020.6199999999917,100%,253
MoniqueTron,726.5600000000001,83%,96
76561198059167106,405.6200000000002,0%,66
76561198105270589,428.6700000000001,0%,55
notbudds,465.6900000000001,0%,46
Trutle,941.3900000000004,0%,146
BugsyBro,2533.9099999999944,100%,223
76561198041518533,1465.2400000000005,0%,99
76561197989359805,94.93999999999998,0%,8
UNI-Juan,205.91,89%,9
Jyep,569.7100000000002,0%,70
76561198025636863,210.87,50%,15
76561197978008006,243.83,50%,33
76561198074561346,886.4300000000004,0%,94
76561198094074209,1069.3100000000004,40%,157
76561198054155652,4794.289999999973,38%,347
76561198036974255,830.4500000000004,0%,91
76561198020272265,1910.500000000001,0%,175
743748734,74.98,0%,19
BurningCassette,475.5900000000002,0%,91
R62153,569.6500000000002,0%,57
76561198087011672,498.6300000000002,0%,57
busternut,1005.5000000000002,100%,75
76561198075981950,813.6000000000003,20%,77
76561198105846578,904.4500000000004,100%,97
Butteryyy,166.88,33%,18
76561198079326390,1458.1900000000005,0%,120
76561198142749308,1648.2800000000004,0%,91
897w463824638109276,394.81000000000006,100%,55
Butterz,1607.0900000000006,0%,128
8789568,721.7000000000002,0%,60
76561198112547239,1253.2600000000004,29%,118
tongtel,685.5200000000003,0%,71
noblezinho,320.80000000000007,0%,81
76561198097794993,169.90999999999997,0%,23
C13GE,1699.720000000001,43%,190
C14M8S,969.2600000000004,67%,95
1122305938,2374.7499999999973,52%,177
76561198069050565,253.83000000000007,0%,69
Cabjoy,2587.4999999999955,0%,208
76561198082278758,409.8300000000001,0%,38
76561198053685392,2456.269999999996,0%,200
Stormaggen,1203.3200000000004,67%,93
gusvu,2789.5399999999945,100%,191
76561198059718900,740.5400000000003,9%,169
Punixa,1277.2300000000005,0%,112
76561198045679186,1436.2400000000005,0%,112
76561198051084367,782.4400000000004,0%,92
76561198044402508,969.3300000000004,97%,93
76561198081987102,985.5100000000004,0%,74
calii,139.89,100%,33
76561198084718144,397.7200000000001,70%,38
76561198077034833,189.92,100%,12
calypto52,4438.779999999966,0%,377
camduman,1010.3800000000005,0%,80
camquarter,1177.2800000000004,61%,94
76561198056859428,737.6200000000001,50%,52
aquelecaraqfazaquilo,2528.5199999999963,0%,288
Camothecomando,1546.0600000000006,100%,176
76561198079009374,1521.2000000000005,62%,101
76561197992910116,2385.589999999999,0%,184
jonjon4351,764.6900000000002,100%,58
76561198043609375,900.5100000000003,33%,87
76561198039236799,390.78,100%,22
ThePyrite99,1192.3500000000004,50%,86
76561198062276935,1900.4600000000007,0%,185
76561198097295378,154.9,100%,18
76561198036996272,542.6500000000002,67%,122
8m96,82.96,68%,6
76561198048121243,2383.489999999997,0%,220
CAPTAINVRITRAS,34.98,0%,8
ConkerBirdy,4566.039999999972,100%,384
76561198078194423,705.6000000000001,0%,50
76561198067657905,429.7800000000001,100%,51
76561198070072786,897.4200000000004,50%,86
76561197966764681,3161.419999999992,82%,223
76561198007988939,692.6800000000002,15%,41
CapyOfficial,89.93999999999998,0%,20
76561198067721589,1805.9600000000007,0%,126
gsteambath,140.92,0%,14
76561198049715896,722.6100000000002,40%,56
76561197996092338,1760.300000000002,42%,347
carouserwhite,695.4900000000002,67%,87
76561198077709322,1245.2900000000004,12%,131
76561198045631910,475.7500000000001,0%,48
76561198063633577,262.87,0%,21
76561198060576252,79.98,67%,9
76561198078670623,403.7300000000001,100%,48
Lord_Casso,544.6500000000001,44%,70
76561198058789410,444.7800000000001,0%,38
76561198050876555,203.89,0%,20
76561198059948130,518.7200000000001,0%,77
76561198038766477,1672.2700000000004,0%,97
76561198070087725,1470.3100000000004,0%,107
76561198042335464,1307.2100000000005,100%,98
azkhernan123,19.98,17%,8
76561198052180785,1460.1900000000005,25%,171
fsfs546hd,980.4900000000002,0%,81
CCcorye,1137.3800000000003,71%,113
76561198045283919,538.7600000000001,100%,36
76561198081438874,461.8500000000001,73%,81
76561198078509867,2255.6599999999985,100%,248
76561198046848291,711.6100000000002,0%,79
WeabDestoryer,536.7200000000001,0%,57
76561198072411281,268.7800000000001,0%,74
CrazyGiraffe71,1044.4100000000003,100%,91
76561198162056324,29.98,0%,16
76561198240923172,174.88000000000002,0%,32
cgoober2000,1371.9900000000007,0%,113
Chacob,2383.699999999998,0%,163
24902,402.7900000000001,0%,45
chalkmetal,3591.839999999983,0%,260
kggj,6830.029999999929,50%,573
asdasdfsadgdfhfgjggj,294.83000000000004,0%,35
76561198060996316,2593.639999999996,33%,185
elheat,2067.7800000000007,0%,154
bobjames1234,34.98,0%,6
ElementalGodChaos,1116.2600000000002,50%,167
76561198077997574,764.4200000000004,67%,85
76561198081095968,424.7600000000001,67%,35
76561198065784635,1337.3600000000004,0%,93
76561197971917242,637.6800000000001,0%,62
melonmaniac,349.75000000000006,50%,46
76561198083201608,276.83000000000004,86%,52
76561198048491595,3041.14999999999,0%,247
76561198074108172,549.7900000000001,0%,55
76561198028094250,403.7600000000001,67%,52
mexz1999,748.6100000000002,0%,106
IchMasKung,461.6500000000001,0%,115
HoxtonPleaseDontSueMe,561.0400000000003,50%,104
76561198051215704,944.4800000000004,0%,88
cheetahpocalypse,1168.2900000000004,0%,122
76561198067182841,70.94,100%,29
Axzothrift,287.2800000000001,29%,66
76561198066003101,2158.95,50%,149
76561198283109848,95.91999999999996,80%,24
76561197960281419,254.78000000000003,0%,26
Chermoil,688.5000000000002,100%,64
Urtle1,2883.3599999999915,0%,223
76561198049867810,895.7700000000004,0%,129
harharharharhar,797.9100000000004,50%,166
76561198074235306,3049.309999999989,80%,251
pussyhunter121,99.90999999999998,33%,29
76561198077733060,144.91,11%,20
DimSums,310.81000000000006,0%,56
76561198091638558,1314.3200000000004,100%,96
76561198076375452,734.5700000000003,100%,98
76561198040845885,939.5700000000004,43%,85
chicken_tonight,515.5800000000002,0%,72
chidvd,44128.46999999872,0%,6410
76561198056960847,155.91,0%,21
76561198024006038,1246.1900000000005,50%,119
chillifuzzball,3566.7299999999823,0%,291
76561197994523427,110.92,0%,10
76561198052700471,93.92,14%,55
76561198097450390,1062.2000000000005,0%,104
76561197981448997,2362.789999999998,0%,147
76561198064984988,2232.949999999997,25%,242
aerpub,2642.2099999999946,80%,219
76561198078733772,57.95,36%,13
76561198061273070,825.5400000000003,17%,80
Isiswannabe,854.5200000000003,0%,100
SmeshDoge,465.7700000000001,20%,45
Chockie,621.5300000000003,0%,75
76561198065663269,723.5300000000002,100%,100
76561197961840584,1086.2900000000004,0%,97
chronoris,190.37,67%,50
76561198080622032,19.99,100%,19
76561198037342853,674.7000000000002,0%,50
76561198060835696,383.7600000000001,100%,38
harrisonnorris,649.5800000000002,50%,72
zaper151,1046.2800000000004,0%,99
76561198018913829,215.86,0%,17
StrikerAustralia,698.5500000000003,62%,54
pongping7,602.6300000000002,100%,61
76561198142474106,167.92000000000002,0%,14
Los_Shmurdos,756.5700000000003,100%,61
ciborg2000,798.4600000000003,0%,80
Mikinmash,1363.9200000000008,100%,140
76561198060510583,755.5500000000003,54%,70
76561198074561107,184.91,75%,15
76561197976842635,222.88,0%,20
76561198046034574,659.6900000000002,100%,55
76561198005413640,294.83,0%,19
OfficialSenix,228.84,0%,45
mike14476,1118.2200000000005,0%,99
76561198066789278,485.8200000000001,0%,29
kelby003,463.7000000000001,0%,51
Mattress121,3048.079999999989,78%,245
Clawz3z,592.6000000000003,0%,85
76561198079650317,622.5800000000003,0%,71
76561198071207551,660.6200000000002,60%,57
76561198061039259,1844.0700000000008,0%,136
climax2005,34.97,0%,4
76561198074202726,520.76,0%,75
76561198074347537,434.7800000000001,0%,37
76561198084239790,184.9,100%,24
76561198082626118,577.8000000000001,0%,47
SurfChicken,192.86,62%,23
76561198091507052,1101.2600000000004,0%,106
Clouwolf,287.80000000000007,0%,47
76561198043339975,2864.589999999993,82%,201
69bmw,245.86000000000004,0%,34
76561198067414480,357.75000000000006,50%,53
76561198078246064,1684.2200000000007,0%,140
iamshingo,1496.3500000000004,50%,95
76561198077538653,224.87000000000003,62%,42
SirParadiseLost,2510.5199999999973,0%,189
76561198064841423,99.93999999999998,0%,56
Deerunken,2192.5799999999995,75%,196
Rafantasma,3317.729999999983,100%,257
76561198079756695,517.7300000000001,50%,42
minguscannon,1017.3600000000004,0%,124
SupermanSocks17,1059.5000000000002,60%,76
76561198061456632,2842.529999999992,51%,182
76561198049614185,1631.9900000000007,38%,159
76561198046958203,939.5700000000004,0%,75
76561198135044903,947.4800000000002,100%,85
76561198037893945,578.69,9%,48
combatDIDDLE,192.84,0%,27
76561198026344945,1827.3000000000009,0%,136
jichaelcoaching,1552.5900000000006,25%,151
CompoBlue,2095.9,0%,157
FreshlySqueezedOrangeJukes,1259.2700000000004,0%,103
76561198073807760,279.8,0%,49
76561198069839577,518.6900000000002,0%,43
76561198172099661,219.89,0%,19
ConjuredMadness,1340.2000000000005,0%,140
76561198093387021,14.99,88%,2
cookieblade,525.7300000000001,0%,35
coolslayer666,1284.2800000000004,0%,113
218939137821738213127983,602.6000000000001,0%,92
76561198072445092,507.5800000000002,0%,61
76561198051864639,241.82000000000008,0%,43
coolbolt1337,64.96,0%,11
cheese_is_illuminati,715.0100000000002,70%,90
coreytheawesomest,316.80000000000007,100%,31
ndrss,951.3400000000004,0%,93
76561198081677554,414.71000000000015,0%,48
Gamercubeeyes,2098.89,100%,215
76561198091515229,912.3200000000004,0%,155
NotJustAnyOrange,287.80000000000007,0%,41
cosmicguy22,107.83999999999996,100%,42
Cosmonaut123456789,2714.1899999999832,33%,480
76561197971591275,1325.010000000001,88%,127
76561198065379833,717.6000000000003,0%,69
76561198067923747,370.80000000000007,0%,41
76561198086931177,136.90999999999997,50%,11
TheCheekyOne,1674.4900000000007,50%,233
Cow666,1141.1000000000006,25%,116
76561198023630372,3780.929999999982,0%,296
76561198107928649,217.85,56%,28
76561198056352983,895.6000000000003,100%,77
-Uplink-,1511.1800000000003,100%,123
76561198104404617,520.5600000000003,0%,89
76561198076906240,371.72000000000014,100%,67
76561198083468887,1018.4900000000004,100%,87
76561198071955492,1879.9700000000007,0%,123
76561198073799272,273.7900000000001,80%,31
bruhbruhxd,863.5600000000003,0%,82
combee3,34.98,100%,8
skavenshere,1493.510000000001,0%,154
Crazymac123,1262.4100000000003,83%,129
76561198050299999,589.7000000000002,73%,54
thunderfuckers,315.76000000000005,29%,38
76561198135673978,322.76000000000005,0%,61
76561198045148546,2698.179999999993,57%,229
76561198077244610,1567.1400000000006,67%,104
76561198063850360,232.85000000000005,100%,26
76561198069905942,783.7300000000005,33%,104
76561198019273712,452.8500000000001,100%,27
76561198080465715,969.4200000000004,100%,87
76561198079372619,574.7900000000001,42%,33
76561198029895140,1671.9500000000007,0%,120
76561198004738568,1394.0500000000006,0%,114
76561198087693951,24.97,50%,43
CrimsonStormFTW,784.4500000000004,0%,69
cripla66,335.7900000000001,8%,28
76561198054739976,19.99,100%,24
76561198091425629,74.96,0%,8
76561198064305132,319.81000000000006,56%,28
crosph,3310.42999999998,0%,293
76561198067214601,3509.4499999999825,87%,328
76561198017913139,1670.020000000001,0%,146
OldLeakyBoat,3160.169999999985,67%,282
SSAANNEESS,891.4400000000004,0%,91
mauledbyabear,2547.419999999996,100%,200
fatkris,1454.1500000000003,0%,110
cruzercru,418.2400000000001,100%,45
getyourmarsbar,2956.009999999987,0%,257
cryinghyena,1119.5100000000002,57%,76
76561198065836276,1389.3300000000004,78%,90
76561198053521572,1357.2100000000005,0%,139
76561198019737834,1260.1400000000006,25%,104
76561198107811819,546.6000000000001,57%,124
aweoplopo,3169.349999999991,100%,221
76561198042921883,1519.0600000000006,0%,126
kanekicg,1065.3100000000004,67%,126
76561198048024738,765.5700000000003,11%,94
czechit,2818.9999999999905,0%,255
76561198084976671,539.7100000000002,0%,45
Cupcake7412,627.6200000000002,0%,94
76561198005096571,270.77000000000004,0%,22
76561198080459808,954.4900000000002,100%,70
CustardGun,821.3700000000003,0%,90
76561198106478135,453.76000000000016,50%,35
76561198054793721,2794.719999999993,83%,273
THE_ART_OF_FEEDING,1419.1600000000003,0%,195
jellybeanos,391.78,57%,19
Cynex_,795.3800000000003,100%,94
76561198039197193,947.4500000000004,67%,85
76561198060007427,1536.8800000000008,64%,166
76561197996190797,224.86000000000004,0%,22
76561197995146150,3857.519999999974,67%,342
76561198064374976,936.4500000000004,33%,104
76561198082559637,2007.650000000001,40%,299
76561198086717808,14.99,70%,7
76561198005111300,74.95,0%,14
DKA013,2356.369999999997,64%,266
76561198069345625,1020.5300000000004,100%,87
76561198046589082,840.6500000000001,67%,61
D00MS,520.7900000000001,100%,42
76561198059201575,744.6000000000003,100%,70
76561198084697776,399.72000000000014,0%,46
76561198060901683,3101.7099999999905,0%,234
76561198017487606,160.91,100%,22
daunknownman2010,881.3100000000004,100%,102
76561198074763789,3378.8199999999856,0%,292
76561198093384503,291.7400000000001,0%,58
DABLUICE,5750.199999999955,50%,441
BlitzGames,2278.7699999999986,0%,198
76561198045342815,1002.2100000000004,0%,95
76561198025075751,960.1700000000004,0%,130
DaftyTM,518.4300000000003,0%,65
76561198080199570,327.76,0%,41
76561197992227006,2355.459999999998,50%,201
DakkeR,3488.499999999982,100%,437
76561198070775610,574.2000000000002,0%,42
76561198012514677,536.6900000000002,67%,65
76561198048133063,1255.9900000000007,50%,129
76561198053111161,177.91,60%,34
76561198070562447,164.89,0%,16
76561198062767893,913.3900000000004,100%,114
misterross,983.7900000000004,7%,107
76561198044888778,37.96,0%,13
mainkradxdxdx,84.94,0%,22
76561198101576470,166.88,83%,53
76561198060104521,522.7400000000001,0%,37
76561198077033323,1076.7400000000005,50%,102
tomasives,562.5000000000002,0%,74
Dante69123,1325.6800000000003,100%,169
Dantress,2699.839999999979,0%,419
whatsupyoutubeimethanbradberry,272.88000000000005,67%,16
76561198082590151,172.91,0%,17
DareTheSeal,1185.3100000000004,0%,102
blackcheeze,596.5300000000003,100%,63
6dighero,4040.459999999984,0%,337
76561198068040902,14.99,71%,15
DarkDragonForce,1450.9800000000007,85%,145
76561198044594262,1641.1100000000006,56%,122
76561198136941803,234.8700000000001,100%,37
76561198051001315,2201.599999999999,33%,207
76561198021814659,4791.439999999967,0%,373
76561198078913614,527.6600000000002,67%,130
supedarkone,2071.8000000000006,100%,194
76561198114824153,170.89,0%,21
BOBROSSJPEGEXE,700.6100000000002,0%,63
blablabla174,190.9,0%,54
fatppl,2187.48,24%,245
76561198084702160,0.0,14%,2
Dathrius85,1283.7300000000005,57%,122
datts,379.7800000000001,36%,50
76561198039026116,374.81000000000006,50%,33
76561198025464161,1383.1100000000006,50%,106
76561198082545803,244.89,20%,22
ZiggyPolvoEstelar,514.69,20%,152
